i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
574,00029780616,空车,267,联运,1621468800000,116.56145,悦动,1085097600000,35.398043,31.3,鲁HT**46,1654041664000
575,64625129294,载客,178,华通,1603756800000,116.575876,新捷达,1083110400000,35.417225,48.1,鲁HT**95,1654041664000
576,64625129157,空车,45,众鑫,1479945600000,116.666546,东风风神,1479945600000,35.395045,0.0,HDX**63,1654041664000
577,64625128585,载客,165,联运,1602979200000,116.59138,新捷达,1082332800000,35.37381,59.9,鲁HT**26,1654041664000
578,64625128817,空车,157,富达,1593820800000,116.61472,新捷达,1073260800000,35.41989,0.0,鲁HT**92,1654041664000
579,64625128344,空车,132,众鑫,1479427200000,116.453158,新捷达,1479427200000,35.482121,58.9,HDT**92,1654041664000
580,64625128818,载客,180,交运,1571184000000,116.575786,新悦动,1034812800000,35.42132,36.9,鲁HT**76,1654041664000
581,64625128896,载客,87,交运,1552003200000,116.329008,新悦动,984096000000,35.407106,34.6,鲁HT**09,1654041665000
582,64625127889,空车,99,交运,1592006400000,116.57609,新捷达,1055548800000,35.384553,0.0,鲁HT**61,1654041665000
583,64625128368,载客,360,交运,1576108800000,116.575938,新悦动,1039651200000,35.419921,36.2,鲁HT**65,1654041665000
584,64625128186,空车,10,联运,1593993600000,116.607115,新桑塔纳,1073433600000,35.523536,0.0,鲁HT**83,1654041665000
585,64625127850,空车,85,交运,1619654400000,116.577326,伊兰特,1083283200000,35.439168,0.0,鲁HT**76,1654041665000
586,64625128449,载客,181,联运,1574640000000,116.568171,悦动,1053907200000,35.40176,35.6,鲁HT**99,1654041665000
587,64625128765,空车,117,北城,-2208988800000,116.591638,悦动,1475107200000,35.414768,0.0,鲁HT**11,1654041665000
588,64606915724,空车,127,联运,1601510400000,116.565791,新捷达,1080777600000,35.386096,0.0,鲁HT**63,1654041665000
589,64625129228,载客,165,华通,1614124800000,116.59138,吉利帝豪,1061769600000,35.373753,59.3,HDP**36,1654041666000
590,64625128966,空车,3,众鑫,1479945600000,116.552946,比亚迪秦,1479945600000,35.415968,39.0,HDT**32,1654041666000
591,64625129255,载客,191,华通,-2208988800000,116.615863,悦动,1474588800000,35.386693,57.9,鲁HT**55,1654041666000
592,64625128089,空车,123,众鑫,1479081600000,116.596496,比亚迪秦,1479081600000,35.364178,0.0,HDW**16,1654041666000
593,64625129273,空车,237,交运,1603238400000,116.641368,新捷达,1082592000000,35.418665,0.0,鲁HT**88,1654041666000
594,64625128517,空车,209,华通,1649030400000,116.60207,伊兰特,1459814400000,35.375965,0.0,鲁HT**39,1654041666000
595,64625127994,空车,254,汇通,1658448000000,116.622246,伊兰特,1037664000000,35.413388,0.0,HDZ**20,1654041666000
596,64625128147,空车,165,联运,1606262400000,116.587495,比亚迪,1053907200000,35.392301,0.0,HDL**72,1654041666000
597,64625128072,空车,109,华通,1634169600000,116.568923,比亚迪秦,1081987200000,35.420811,0.0,HDN**12,1654041666000
598,64625127884,空车,178,交运,1606953600000,116.511993,悦动,1054684800000,35.451803,0.0,鲁HT**80,1654041666000
599,64625128485,空车,169,富达,1478304000000,116.735266,伊兰特,1470268800000,35.372653,0.0,鲁HT**96,1654041666000
600,64625128300,空车,84,华通,1598918400000,116.562903,新桑塔纳,1078099200000,35.418873,0.0,鲁HT**34,1654041667000
