i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
916,64625128562,空车,353,联运,-2208988800000,116.527836,伊兰特,1469491200000,35.259495,0.0,鲁HT**38,1654041703000
917,64625128101,载客,187,北城,1601424000000,116.583591,新捷达,1079740800000,35.209305,84.4,鲁HT**26,1654041703000
918,00076573454,空车,256,汇通,1603584000000,116.490346,悦动,1082937600000,35.36783,0.0,鲁HT**03,1654041703000
919,64625128435,空车,74,联运,-2208988800000,116.610853,新捷达,1473120000000,35.408095,0.0,鲁HT**58,1654041703000
920,64625127844,空车,199,交运,1593561600000,116.597251,新捷达,1073001600000,35.401545,30.7,鲁HT**35,1654041703000
921,64625128548,空车,178,联运,1615680000000,116.498228,新捷达,1096588800000,35.613295,57.1,鲁HT**00,1654041703000
922,64625129113,空车,354,北城,-2208988800000,116.590801,新桑塔纳,1468972800000,35.363451,0.0,鲁HT**82,1654041703000
923,64625128057,载客,127,交运,-2208988800000,116.613493,新捷达,1471910400000,35.397556,0.0,鲁HT**02,1654041703000
924,64625128003,空车,256,汇通,1548460800000,116.7321,新捷达,980553600000,35.415656,0.0,鲁HT**99,1654041703000
925,64625128278,空车,344,华通,1598918400000,116.575286,吉利几何,1078185600000,35.439596,0.0,HDN**86,1654041703000
926,64625128225,空车,33,交运,1588291200000,116.604635,伊兰特,1067644800000,35.367968,0.0,鲁HT**70,1654041703000
927,64625128976,空车,57,华通,1648684800000,116.578108,新桑塔纳,1459468800000,35.420486,0.0,鲁HT**12,1654041704000
928,64625128844,载客,179,新交运,1479945600000,116.568128,比亚迪秦,1479945600000,35.399853,50.4,HDW**82,1654041704000
929,64625128631,载客,55,北城,1635984000000,116.587301,伊兰特,1446681600000,35.391281,16.8,鲁HT**16,1654041704000
930,64625129171,空车,199,北城,1600819200000,116.571376,悦动,1080086400000,35.435565,0.0,鲁HT**59,1654041704000
931,64625128638,空车,32,富达,1546300800000,116.569456,伊兰特,978307200000,35.401948,0.0,鲁HT**76,1654041704000
932,64625128800,空车,141,新交运,1479945600000,116.560915,新捷达,1479945600000,35.432931,0.0,鲁HT**59,1654041704000
933,64625128142,空车,95,交运,1599004800000,116.693571,新捷达,1078272000000,35.42295,0.0,鲁HT**80,1654041704000
934,64625128575,空车,174,华通,1601769600000,116.571631,老捷达,1081123200000,35.421963,0.0,鲁HT**02,1654041704000
935,64625129091,空车,54,北城,1655596800000,116.647791,伊兰特,1466380800000,35.42008,0.0,鲁HT**56,1654041705000
936,64600942102,空车,286,北城,1600992000000,116.562185,新捷达,1080259200000,35.385315,0.0,鲁HT**56,1654041705000
937,00029898974,空车,113,富达,1478736000000,116.609278,悦动,1478736000000,35.411983,0.0,鲁HT**03,1654041705000
938,00005143955,空车,354,联运,1618185600000,116.598846,悦动,1081814400000,35.383131,0.0,鲁HT**59,1654041705000
939,64625128599,空车,297,交运,1635120000000,116.578573,悦动,1082937600000,35.418528,0.0,鲁HT**63,1654041705000
940,64625129307,空车,305,联运,-2208988800000,116.614415,悦动,1468195200000,35.40874,0.0,鲁HT**61,1654041705000
941,64625128271,空车,91,新交运,1640563200000,116.5924,奇瑞,1451260800000,35.397525,0.0,鲁HT**97,1654041705000
942,64625128464,空车,2,华通,1502064000000,116.518295,悦动,1320624000000,35.648713,0.0,鲁HT**06,1654041705000
943,64625129041,空车,141,新交运,1480032000000,116.60003,新捷达,1480032000000,35.409196,0.0,鲁HT**01,1654041706000
944,64625129135,空车,23,北城,-2208988800000,116.591346,新捷达,1491696000000,35.387048,0.0,鲁HT**76,1654041706000
945,64625129018,空车,45,新交运,1479859200000,116.579423,新桑塔纳,1479859200000,35.396101,0.0,鲁HT**67,1654041706000
946,64625129283,空车,262,北城,1598918400000,116.59773,新捷达,1078185600000,35.407913,19.2,鲁HT**75,1654041706000
947,64625129106,载客,78,华中,1597104000000,116.570898,新捷达,1076544000000,35.39224,0.0,鲁HT**19,1654041706000
948,64625128208,空车,90,交运,1590192000000,116.447521,新桑塔纳,1069632000000,35.407635,38.5,鲁HT**16,1654041706000
949,64625127847,载客,179,交运,1655337600000,116.584936,新桑塔纳,1466121600000,35.398133,15.3,鲁HT**89,1654041706000
950,64625128991,载客,0,联运,1640649600000,116.618323,新捷达,1451347200000,35.413288,63.5,鲁HT**61,1654041706000
951,64625128931,空车,152,新交运,1479427200000,116.551123,新桑塔纳,1479427200000,35.419688,0.0,鲁HT**13,1654041707000
952,64625129304,空车,270,北城,1547424000000,116.577481,新捷达,979516800000,35.420778,22.7,鲁HT**96,1654041707000
953,64625129104,空车,271,华通,-2208988800000,116.59089,比亚迪秦,1474588800000,35.43094,0.0,HDT**56,1654041707000
954,64625128701,空车,103,新交运,1479513600000,116.563193,新桑塔纳,1479513600000,35.44489,3.8,鲁HT**11,1654041707000
955,64625128546,空车,25,联运,1606608000000,116.546656,新悦动,1054252800000,35.405358,0.0,鲁HT**96,1654041707000
956,64625128026,空车,140,联运,1598054400000,116.602381,新捷达,1077494400000,35.422803,0.0,鲁HT**11,1654041707000
957,64625128257,载客,167,联运,1591056000000,116.563843,新悦动,1070409600000,35.3751,45.6,鲁HT**09,1654041707000
958,64625129162,空车,67,新交运,1479945600000,116.598541,新桑塔纳,1479945600000,35.4016,0.0,鲁HT**71,1654041707000
959,64625128928,空车,179,众鑫,1479427200000,116.575431,吉利帝豪,1479427200000,35.408616,0.0,HDY**56,1654041707000
960,00076573445,载客,11,富达,1590451200000,116.64866,老捷达,1053993600000,35.380906,60.3,鲁HT**03,1654041708000
961,64625128160,空车,33,联运,1598918400000,116.56717,伊兰特,1062374400000,35.401805,0.0,鲁HT**96,1654041708000
962,64625128753,载客,88,华中,-2208988800000,116.649745,新桑塔纳,1471910400000,35.473655,9.8,鲁HT**83,1654041708000
963,64625128198,空车,244,富达,1612742400000,116.597415,新捷达,1076284800000,35.407923,0.0,鲁HT**96,1654041708000
964,64625129128,载客,90,联运,-2208988800000,116.626436,新捷达,1473292800000,35.421056,13.0,鲁HT**03,1654041708000
965,64625128224,空车,180,交运,1624060800000,116.545373,悦动,1055289600000,35.421495,36.9,鲁HT**81,1654041708000
966,64625129081,空车,323,汇通,1625097600000,116.582105,新捷达,1126656000000,35.438611,0.0,鲁HT**34,1654041708000
967,64625129175,空车,222,北城,1633046400000,116.595618,新桑塔纳,1112313600000,35.394896,0.0,鲁HT**23,1654041708000
968,64625128508,空车,270,华通,1609718400000,116.577693,新桑塔纳,1073433600000,35.353603,62.8,鲁HT**26,1654041708000
969,64625128111,空车,2,富达,1431993600000,116.559871,新桑塔纳,1100908800000,35.405468,0.0,鲁HT**36,1654041709000
970,64625128338,载客,87,新交运,1479427200000,116.833718,新桑塔纳,1479427200000,35.5554,30.7,鲁HT**65,1654041709000
971,64625128394,空车,349,联运,1601510400000,116.597768,新捷达,1080864000000,35.361556,0.0,鲁HT**78,1654041709000
972,64625128834,空车,265,交运,-2208988800000,116.611368,悦动,1468195200000,35.418018,0.0,鲁HT**08,1654041709000
973,64625127853,空车,70,交运,1477526400000,116.554173,悦动,1477526400000,35.449096,0.0,鲁HT**38,1654041709000
974,64625128708,空车,163,富达,1594166400000,116.587186,新捷达,1073606400000,35.401523,0.0,鲁HT**00,1654041709000
975,64600942099,空车,90,汇通,1627948800000,116.594843,伊兰特,1438646400000,35.420751,44.5,鲁HT**23,1654041709000
976,64625129237,空车,162,华通,1605484800000,116.598151,新捷达,1084752000000,35.388931,0.0,鲁HT**77,1654041709000
977,64625129292,空车,32,华中,1633996800000,116.61889,伊兰特,1444694400000,35.440086,24.2,鲁HT**26,1654041709000
978,64600942101,空车,175,联运,1641168000000,116.549631,新捷达,1104796800000,35.524556,0.0,鲁HT**85,1654041709000
979,64625128050,空车,38,交运,1599004800000,116.56378,老捷达,1062547200000,35.544823,0.0,鲁HT**66,1654041710000
980,64625128428,空车,86,联运,1601510400000,116.60161,悦动,1080777600000,35.397866,0.0,鲁HT**09,1654041710000
981,64625129179,空车,3,联运,1615334400000,116.604683,吉利帝豪,1078963200000,35.414185,0.0,HDT**81,1654041710000
982,64625128536,空车,359,华通,1596240000000,116.602631,新捷达,1075593600000,35.415666,31.1,鲁HT**98,1654041710000
983,64625128090,空车,90,交运,1482192000000,116.569211,悦动,1482192000000,35.415513,0.0,鲁HT**90,1654041710000
984,64625129180,载客,270,北城,1604188800000,116.599155,悦动,1083369600000,35.420838,62.1,鲁HT**43,1654041710000
985,64625128550,载客,168,联运,1621987200000,116.591135,老捷达,1085616000000,35.415091,0.0,鲁HT**68,1654041710000
986,64625127983,载客,181,交运,1491436800000,116.583418,新捷达,1459900800000,35.421861,46.8,鲁HT**79,1654041710000
987,64625128173,空车,104,新交运,1480032000000,116.53238,新捷达,1480032000000,35.362988,0.0,鲁HT**88,1654041710000
988,64625129323,空车,112,新交运,1479513600000,116.598315,新桑塔纳,1479513600000,35.401463,0.0,鲁HT**17,1654041710000
989,64625128566,空车,110,华通,1602633600000,116.568896,悦动,1081987200000,35.38888,0.0,鲁HT**61,1654041711000
990,64625129147,载客,39,北城,1603584000000,116.588975,老捷达,1082937600000,35.437693,0.0,鲁HT**16,1654041711000
991,64625128956,载客,93,新交运,1479945600000,116.582345,比亚迪秦,1479945600000,35.440866,77.2,HDB**82,1654041711000
992,64625128014,空车,360,联运,1605139200000,116.641685,新捷达,1084406400000,35.423146,41.4,鲁HT**19,1654041711000
993,64625128285,空车,63,华通,1598227200000,116.599876,奇瑞,1075593600000,35.403766,0.0,鲁HT**20,1654041711000
994,64625128154,空车,161,交运,1655856000000,116.680448,伊兰特,1466640000000,35.344285,0.0,鲁HT**77,1654041711000
995,64625128574,空车,344,华通,1655683200000,116.562478,伊兰特,1466467200000,35.434461,0.0,鲁HT**62,1654041711000
996,64625127993,空车,91,汇通,1601510400000,116.587951,新捷达,1080777600000,35.414753,33.9,鲁HT**55,1654041711000
997,64625128013,空车,103,联运,1598659200000,116.506466,悦动,1062374400000,35.413025,0.0,鲁HT**60,1654041711000
998,64625128363,空车,310,众鑫,1479427200000,116.565903,新捷达,1479427200000,35.415765,0.0,鲁HT**52,1654041712000
999,64625128010,空车,78,富达,1591142400000,116.603673,新捷达,1054684800000,35.411621,0.0,鲁HT**27,1654041712000
1000,00085182111,空车,263,联运,-2208988800000,116.581106,新捷达,1473120000000,35.412991,0.0,鲁HT**29,1654041712000
