i_id,sbbh,yyzt,fx,gs,yyjssj,jd,cx,yykssj,wd,sd,cph,GPStime
234,64625128097,载客,149,联运,1480032000000,116.593535,新桑塔纳,1289001600000,35.413615,0.0,鲁HT**12,1654041626000
235,64625128700,空车,101,交运,1593561600000,116.607335,伊兰特,1073001600000,35.419593,0.0,鲁HT**22,1654041626000
236,64625127976,空车,89,汇通,1478304000000,116.567516,悦动,1475107200000,35.395598,0.0,鲁HT**53,1654041626000
237,64625128992,载客,184,众鑫,1479081600000,116.683545,新捷达,1479081600000,35.365571,0.0,鲁HT**65,1654041626000
238,64625128513,载客,173,联运,1606780800000,116.64553,新捷达,1086134400000,35.43133,43.8,鲁HT**89,1654041626000
239,64625128355,空车,268,交运,1647820800000,116.573966,新捷达,1458604800000,35.37198,46.2,鲁HT**86,1654041626000
240,64625128968,空车,93,汇通,1637798400000,116.626471,新捷达,1085529600000,35.421133,0.0,鲁HT**80,1654041626000
241,64625128855,空车,23,新交运,1479859200000,116.596966,比亚迪秦,1479859200000,35.387625,0.0,HDH**52,1654041626000
242,64625128625,空车,268,北城,-2208988800000,116.614448,新捷达,1468368000000,35.408976,0.0,鲁HT**31,1654041627000
243,00085182107,空车,7,联运,-2208988800000,116.575318,新桑塔纳,1469491200000,35.351705,0.0,鲁HT**89,1654041627000
244,64625127854,载客,189,交运,1603324800000,116.610236,新桑塔纳,1082678400000,35.396538,33.0,鲁HT**88,1654041627000
245,64625128938,空车,260,众鑫,1479427200000,116.854731,东风风神,1479427200000,35.510361,73.4,HDZ**95,1654041627000
246,64625127798,空车,359,交运,1715299200000,116.598475,新悦动,1462838400000,35.388743,0.0,鲁HT**01,1654041627000
247,64625128525,空车,359,富达,1590364800000,116.5525,新捷达,1053907200000,35.40425,36.5,鲁HT**96,1654041627000
248,64625128270,载客,181,富达,1604188800000,116.580671,新桑塔纳,1051747200000,35.396206,13.5,鲁HT**39,1654041627000
249,64602345508,空车,128,华通,1601251200000,116.619045,老捷达,1080518400000,35.43089,0.0,鲁HT**16,1654041627000
250,64625128996,空车,230,交运,1598054400000,116.618953,东风风神,1077494400000,35.440176,0.0,HDS**09,1654041627000
251,64625127892,空车,196,交运,1647907200000,116.6825,新桑塔纳,1458691200000,35.36623,0.0,鲁HT**67,1654041627000
252,64625129211,空车,360,北城,1610409600000,116.5921,新桑塔纳,1073952000000,35.399191,0.0,鲁HT**08,1654041627000
253,64625128634,空车,53,新交运,1640563200000,116.559648,奇瑞,1451260800000,35.397255,0.0,鲁HT**08,1654041627000
254,64625128413,载客,65,众鑫,1479945600000,116.769233,新捷达,1479945600000,35.54551,0.0,鲁HT**62,1654041628000
255,64625129002,空车,185,众鑫,1479427200000,116.558565,新捷达,1479427200000,35.47958,14.8,鲁HT**62,1654041628000
256,64625128657,空车,95,北城,1606780800000,116.618006,新桑塔纳,1070236800000,35.441108,0.0,鲁HT**21,1654041628000
257,64625128281,空车,74,联运,1546905600000,116.531816,悦动,978998400000,35.495423,0.0,鲁HT**67,1654041628000
258,64625128064,空车,308,众鑫,1479427200000,116.561211,比亚迪秦,1479427200000,35.416273,0.0,HDT**72,1654041628000
259,64625129087,空车,156,联运,1541462400000,116.577996,新悦动,1036627200000,35.398778,0.0,鲁HT**21,1654041628000
260,64625128473,载客,43,联运,1477872000000,116.571746,新桑塔纳,1086048000000,35.412095,0.0,鲁HT**89,1654041628000
261,64625128649,载客,273,新交运,1480032000000,116.605031,新捷达,1480032000000,35.44015,79.4,鲁HT**33,1654041628000
262,64625128424,空车,266,联运,1644969600000,116.576736,伊兰特,1092700800000,35.403898,14.7,鲁HT**08,1654041629000
263,00013957034,载客,175,北城,1603929600000,116.597936,新捷达,1083283200000,35.39146,32.2,鲁HT**63,1654041629000
264,64625128723,空车,169,汇通,-2208988800000,116.613705,新捷达,1474588800000,35.399298,0.0,鲁HT**15,1654041629000
265,64625128503,空车,5,华通,1598313600000,116.568405,新捷达,1077753600000,35.408118,42.8,鲁HT**58,1654041629000
266,64625128812,空车,103,交运,1479168000000,116.560401,新桑塔纳,1479168000000,35.414201,0.0,鲁HT**21,1654041629000
267,64625128604,载客,15,众鑫,1479945600000,116.568911,新捷达,1479945600000,35.44018,0.0,鲁HT**68,1654041629000
268,64625127785,空车,108,交运,1476921600000,116.780353,新捷达,1476921600000,35.53797,0.0,鲁HT**18,1654041629000
269,64625129206,空车,107,北城,1547942400000,116.593841,吉利帝豪,1073001600000,35.394448,0.0,HDT**20,1654041630000
270,64625128018,空车,247,联运,1608249600000,116.56471,新悦动,1055980800000,35.414826,0.0,鲁HT**91,1654041630000
271,64644803003,空车,322,新交运,1479945600000,116.566926,新捷达,1479945600000,35.38619,0.0,鲁HT**28,1654041630000
272,64625128041,载客,94,华通,-2208988800000,116.596151,新捷达,1472169600000,35.407713,18.2,鲁HT**28,1654041630000
273,64625128081,空车,184,众鑫,1479081600000,116.55165,新捷达,1479081600000,35.416606,0.0,鲁HT**95,1654041630000
274,64625128162,载客,270,联运,1597104000000,116.563745,悦动,1073865600000,35.40576,56.2,鲁HT**49,1654041630000
275,64625129120,空车,327,北城,1547251200000,116.594273,吉利帝豪,979344000000,35.393076,0.0,HD7**15,1654041630000
276,64625127789,空车,136,交运,1476921600000,116.58348,新桑塔纳,1476921600000,35.407586,0.0,鲁HT**68,1654041631000
277,64625129231,空车,274,北城,1478563200000,116.594415,新桑塔纳,1470268800000,35.449435,23.3,鲁HT**11,1654041631000
278,64625127863,空车,80,交运,1603324800000,116.54329,悦动,1082592000000,35.420276,0.0,鲁HT**59,1654041631000
279,64625127898,空车,8,联运,1594512000000,116.581673,新捷达,1073952000000,35.43567,0.0,鲁HT**21,1654041631000
280,64625128082,空车,78,富达,1601510400000,116.60261,悦动,1064966400000,35.415561,0.0,鲁HT**51,1654041631000
281,64625128945,空车,136,北城,-2208988800000,116.542846,伊兰特,-2208988800000,35.420235,0.0,鲁HT**99,1654041631000
282,64625129000,载客,281,新交运,1479427200000,116.548851,比亚迪秦,1479427200000,35.400383,0.0,HDH**63,1654041631000
283,64626198288,载客,360,交运,1601769600000,116.618278,新捷达,1081123200000,35.415763,47.1,鲁HT**60,1654041631000
284,64625128073,空车,359,华中,1571788800000,116.53864,奇瑞,1051142400000,35.37627,0.0,鲁HT**83,1654041632000
285,64625128178,空车,243,联运,1598918400000,116.6003,伊兰特,1078099200000,35.408086,0.0,鲁HT**87,1654041632000
286,64625128565,空车,84,华通,1605139200000,116.602831,新捷达,1084406400000,35.407916,0.0,鲁HT**29,1654041632000
287,64625128540,载客,214,联运,1593561600000,116.530408,新桑塔纳,1072915200000,35.415378,61.7,鲁HT**89,1654041632000
288,64625127784,空车,340,交运,1655769600000,116.605866,新捷达,1466553600000,35.421806,0.0,鲁HT**33,1654041632000
289,64625128982,空车,5,富达,1619481600000,116.623388,新悦动,1083110400000,35.412721,8.8,鲁HT**33,1654041632000
290,64625129089,空车,40,北城,-2208988800000,116.545368,新捷达,1467590400000,35.41855,0.0,鲁HT**27,1654041632000
291,64625127883,载客,182,交运,1639353600000,116.610846,新捷达,1450051200000,35.43722,56.0,鲁HT**39,1654041632000
292,64625128793,空车,89,交运,1598918400000,116.554406,老捷达,1078099200000,35.420423,41.5,鲁HT**51,1654041632000
293,64625129111,空车,22,华中,-2208988800000,116.601811,新捷达,1476662400000,35.401303,0.0,鲁HT**61,1654041632000
294,64625129050,空车,359,联运,1479859200000,116.56829,新捷达,1479859200000,35.388238,33.4,鲁HT**92,1654041632000
295,64625128219,空车,301,新交运,1479427200000,116.608785,新桑塔纳,1479427200000,35.414131,0.0,鲁HT**17,1654041633000
296,64625129169,空车,276,联运,1478217600000,116.571211,悦动,1081123200000,35.408703,0.0,鲁HT**58,1654041633000
297,64625129159,空车,13,新交运,1479945600000,116.569676,比亚迪秦,1479945600000,35.42107,0.0,HDH**58,1654041633000
298,64625129342,空车,181,众鑫,1479427200000,116.568266,东风风神,1479427200000,35.386018,44.3,HDP**22,1654041633000
299,64625128923,空车,166,新交运,1479427200000,116.500638,新桑塔纳,1479427200000,35.46786,0.0,鲁HT**11,1654041633000
300,64625128820,空车,41,新交运,1480032000000,116.59836,新捷达,1480032000000,35.401541,0.0,鲁HT**18,1654041633000
